2018 MCAS Achievement Results,,,,,,,,,,,,,,,,
School Name,School Code,Subject,P+A #,P+A %,A #,A %,P #,P %,NI #,NI %,W/F #,W/F %,No. of Students Included,CPI,Ave. SGP,Included In Ave. SGP
Gardner - Gardner High,01030505,ENGLISH LANGUAGE ARTS,103,81,36,28,67,53,19,15,5,4,127,  92.3,  46.7,99
Gardner - Gardner High,01030505,MATHEMATICS,71,58,36,29,35,28,28,23,24,20,123,  79.3,  49.0,96
Gardner - Gardner High,01030505,SCIENCE AND TECH/ENG,63,53,23,19,40,34,47,40,8,7,118,  79.7,N/A,N/A
Gateway - Gateway Regional High,06720505,ENGLISH LANGUAGE ARTS,49,89,26,47,23,42,6,11,0,0,55,  95.5,  44.5,49
Gateway - Gateway Regional High,06720505,MATHEMATICS,40,74,22,41,18,33,9,17,5,9,54,  88.0,  49.3,49
Gateway - Gateway Regional High,06720505,SCIENCE AND TECH/ENG,37,76,10,20,27,55,9,18,3,6,49,  88.8,N/A,N/A
Georgetown - Georgetown High School,01050505,ENGLISH LANGUAGE ARTS,100,99,70,69,30,30,1,1,0,0,101,  99.8,  64.1,94
Georgetown - Georgetown High School,01050505,MATHEMATICS,92,91,67,66,25,25,8,8,1,1,101,  97.0,  65.8,93
Georgetown - Georgetown High School,01050505,SCIENCE AND TECH/ENG,89,88,42,42,47,47,12,12,0,0,101,  95.8,N/A,N/A
Gill-Montague - Turners Fall High,06740505,ENGLISH LANGUAGE ARTS,43,83,12,23,31,60,8,15,1,2,52,  92.8,  31.2,49
Gill-Montague - Turners Fall High,06740505,MATHEMATICS,40,78,15,29,25,49,9,18,2,4,51,  91.7,  36.2,48
Gill-Montague - Turners Fall High,06740505,SCIENCE AND TECH/ENG,32,67,8,17,24,50,15,31,1,2,48,  88.5,N/A,N/A
Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,ENGLISH LANGUAGE ARTS,31,97,15,47,16,50,1,3,0,0,32,  99.2,  50.9,32
Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,MATHEMATICS,27,84,16,50,11,34,4,13,1,3,32,  92.2,  41.1,32
Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,SCIENCE AND TECH/ENG,25,78,9,28,16,50,7,22,0,0,32,  91.4,N/A,N/A
Gloucester - Gloucester High,01070505,ENGLISH LANGUAGE ARTS,160,81,71,36,89,45,27,14,11,6,198,  91.0,  39.4,137
Gloucester - Gloucester High,01070505,MATHEMATICS,123,62,69,35,54,27,54,27,22,11,199,  81.8,  41.9,136
Gloucester - Gloucester High,01070505,SCIENCE AND TECH/ENG,120,62,41,21,79,41,59,30,16,8,195,  82.3,N/A,N/A
Grafton - Grafton High School,01100505,ENGLISH LANGUAGE ARTS,194,94,125,60,69,33,12,6,1,0,207,  97.7,  50.8,190
Grafton - Grafton High School,01100505,MATHEMATICS,176,85,124,60,52,25,21,10,10,5,207,  93.1,  50.1,191
Grafton - Grafton High School,01100505,SCIENCE AND TECH/ENG,169,86,79,40,90,46,23,12,4,2,196,  94.1,N/A,N/A
Granby - Granby Jr Sr High School,01110505,ENGLISH LANGUAGE ARTS,52,98,29,55,23,43,1,2,0,0,53,  99.5,  63.1,48
Granby - Granby Jr Sr High School,01110505,MATHEMATICS,44,83,26,49,18,34,8,15,1,2,53,  92.5,  50.5,48
Granby - Granby Jr Sr High School,01110505,SCIENCE AND TECH/ENG,38,78,6,12,32,65,11,22,0,0,49,  92.3,N/A,N/A
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,ENGLISH LANGUAGE ARTS,340,96,171,48,169,48,14,4,1,0,355,  98.5,  54.1,299
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,MATHEMATICS,303,86,177,50,126,36,40,11,10,3,353,  94.3,  53.6,298
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,SCIENCE AND TECH/ENG,270,81,96,29,174,52,57,17,7,2,334,  93.0,N/A,N/A
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,ENGLISH LANGUAGE ARTS,342,88,118,30,224,58,33,9,12,3,387,  94.8,  51.0,354
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,MATHEMATICS,260,67,107,28,153,40,86,22,41,11,387,  84.4,  45.4,356
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,SCIENCE AND TECH/ENG,237,64,36,10,201,54,107,29,29,8,373,  83.4,N/A,N/A
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,ENGLISH LANGUAGE ARTS,491,91,151,28,340,63,33,6,17,3,541,  97.2,  49.0,496
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,MATHEMATICS,370,69,176,33,194,36,117,22,53,10,540,  86.3,  50.3,495
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,SCIENCE AND TECH/ENG,335,66,81,16,254,50,136,27,39,8,510,  86.0,N/A,N/A
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,ENGLISH LANGUAGE ARTS,532,97,223,41,309,56,18,3,0,0,550,  99.1,  50.4,475
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,MATHEMATICS,473,86,264,48,209,38,70,13,7,1,550,  94.9,  56.7,465
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,SCIENCE AND TECH/ENG,406,77,84,16,322,61,115,22,9,2,530,  91.3,N/A,N/A
Greenfield - Greenfield High,01140505,ENGLISH LANGUAGE ARTS,57,89,25,39,32,50,3,5,4,6,64,  95.3,  48.4,55
Greenfield - Greenfield High,01140505,MATHEMATICS,50,79,30,48,20,32,7,11,6,10,63,  90.9,  55.5,54
Greenfield - Greenfield High,01140505,SCIENCE AND TECH/ENG,45,75,15,25,30,50,13,22,2,3,60,  90.0,N/A,N/A
Groton-Dunstable - Groton Dunstable Regional,06730505,ENGLISH LANGUAGE ARTS,176,98,134,74,42,23,2,1,2,1,180,  99.2,  44.9,171
Groton-Dunstable - Groton Dunstable Regional,06730505,MATHEMATICS,176,98,160,89,16,9,0,0,3,2,179,  99.4,  48.2,170
Groton-Dunstable - Groton Dunstable Regional,06730505,SCIENCE AND TECH/ENG,167,95,93,53,74,42,5,3,3,2,175,  98.6,N/A,N/A
Hadley - Hopkins Academy,01170505,ENGLISH LANGUAGE ARTS,28,93,21,70,7,23,2,7,0,0,30,  98.3,  63.4,27
Hadley - Hopkins Academy,01170505,MATHEMATICS,27,90,15,50,12,40,2,7,1,3,30,  95.0,  67.2,27
Hadley - Hopkins Academy,01170505,SCIENCE AND TECH/ENG,18,78,7,30,11,48,5,22,0,0,23,  92.4,N/A,N/A
Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,ENGLISH LANGUAGE ARTS,129,98,106,81,23,18,2,2,0,0,131,  99.4,  57.9,115
Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,MATHEMATICS,126,96,95,73,31,24,4,3,1,1,131,  98.5,  61.8,115
Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,SCIENCE AND TECH/ENG,119,94,71,56,48,38,8,6,0,0,127,  98.0,N/A,N/A
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,ENGLISH LANGUAGE ARTS,66,99,40,60,26,39,1,1,0,0,67,  99.6,  49.3,59
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,MATHEMATICS,68,100,54,79,14,21,0,0,0,0,68, 100.0,  60.5,59
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,SCIENCE AND TECH/ENG,63,95,28,42,35,53,3,5,0,0,66,  98.5,N/A,N/A
Hampden-Wilbraham - Minnechaug Regional High,06800505,ENGLISH LANGUAGE ARTS,256,98,167,64,89,34,3,1,2,1,261,  99.3,  51.3,240
Hampden-Wilbraham - Minnechaug Regional High,06800505,MATHEMATICS,227,87,165,63,62,24,29,11,5,2,261,  95.2,  55.1,241
Hampden-Wilbraham - Minnechaug Regional High,06800505,SCIENCE AND TECH/ENG,198,78,62,24,136,53,55,22,2,1,255,  92.5,N/A,N/A
Hampshire - Hampshire Regional High,06830505,ENGLISH LANGUAGE ARTS,116,98,79,67,37,31,1,1,1,1,118,  99.6,  55.6,113
Hampshire - Hampshire Regional High,06830505,MATHEMATICS,101,86,66,56,35,30,15,13,2,2,118,  94.7,  52.6,113
Hampshire - Hampshire Regional High,06830505,SCIENCE AND TECH/ENG,96,87,38,35,58,53,12,11,2,2,110,  94.8,N/A,N/A
Hanover - Hanover High,01220505,ENGLISH LANGUAGE ARTS,172,96,115,64,57,32,8,4,0,0,180,  98.3,  44.7,172
Hanover - Hanover High,01220505,MATHEMATICS,153,85,111,62,42,23,16,9,10,6,179,  92.5,  44.6,171
Hanover - Hanover High,01220505,SCIENCE AND TECH/ENG,153,89,79,46,74,43,17,10,2,1,172,  95.6,N/A,N/A
Harvard - Bromfield,01250505,ENGLISH LANGUAGE ARTS,89,100,76,85,13,15,0,0,0,0,89, 100.0,  66.4,85
Harvard - Bromfield,01250505,MATHEMATICS,82,92,73,82,9,10,7,8,0,0,89,  97.8,  70.4,86
Harvard - Bromfield,01250505,SCIENCE AND TECH/ENG,85,99,57,66,28,33,1,1,0,0,86,  99.4,N/A,N/A
Hatfield - Smith Academy,01270505,ENGLISH LANGUAGE ARTS,29,97,21,70,8,27,1,3,0,0,30,  99.2,  57.4,29
Hatfield - Smith Academy,01270505,MATHEMATICS,25,83,18,60,7,23,5,17,0,0,30,  95.0,  52.7,29
Hatfield - Smith Academy,01270505,SCIENCE AND TECH/ENG,24,83,8,28,16,55,5,17,0,0,29,  95.7,N/A,N/A
Haverhill - Haverhill High,01280505,ENGLISH LANGUAGE ARTS,343,88,175,45,168,43,31,8,15,4,389,  97.0,  53.8,296
Haverhill - Haverhill High,01280505,MATHEMATICS,287,74,170,44,117,30,67,17,33,9,387,  89.7,  44.9,299
Haverhill - Haverhill High,01280505,SCIENCE AND TECH/ENG,255,71,99,28,156,44,83,23,20,6,358,  89.4,N/A,N/A
Hingham - Hingham High,01310505,ENGLISH LANGUAGE ARTS,302,98,230,75,72,23,6,2,0,0,308,  99.4,  58.7,291
Hingham - Hingham High,01310505,MATHEMATICS,281,92,216,70,65,21,21,7,5,2,307,  96.3,  65.9,291
Hingham - Hingham High,01310505,SCIENCE AND TECH/ENG,278,92,165,55,113,38,20,7,3,1,301,  97.1,N/A,N/A
Holbrook - Holbrook Middle High School,01330505,ENGLISH LANGUAGE ARTS,64,91,27,39,37,53,3,4,3,4,70,  96.4,  41.1,64
Holbrook - Holbrook Middle High School,01330505,MATHEMATICS,56,80,33,47,23,33,11,16,3,4,70,  92.5,  36.1,64
Holbrook - Holbrook Middle High School,01330505,SCIENCE AND TECH/ENG,33,52,7,11,26,41,26,41,5,8,64,  80.5,N/A,N/A
Holliston - Holliston High,01360505,ENGLISH LANGUAGE ARTS,214,98,158,72,56,26,4,2,1,0,219,  99.5,  48.5,207
Holliston - Holliston High,01360505,MATHEMATICS,203,93,173,79,30,14,12,5,4,2,219,  96.9,  58.3,210
Holliston - Holliston High,01360505,SCIENCE AND TECH/ENG,201,93,116,53,85,39,14,6,2,1,217,  97.6,N/A,N/A
Holyoke - Holyoke High,01370505,ENGLISH LANGUAGE ARTS,212,85,53,21,159,64,22,9,15,6,249,  93.6,  42.8,185
Holyoke - Holyoke High,01370505,MATHEMATICS,135,55,58,24,77,31,68,28,42,17,245,  78.5,  38.5,184
Holyoke - Holyoke High,01370505,SCIENCE AND TECH/ENG,111,48,11,5,100,43,88,38,32,14,231,  76.5,N/A,N/A
Holyoke - Wm J Dean Vocational Technical High,01370605,ENGLISH LANGUAGE ARTS,26,76,3,9,23,68,6,18,2,6,34,  91.2,  42.9,30
Holyoke - Wm J Dean Vocational Technical High,01370605,MATHEMATICS,10,28,3,8,7,19,13,36,13,36,36,  58.3,  36.8,32
Holyoke - Wm J Dean Vocational Technical High,01370605,SCIENCE AND TECH/ENG,7,23,0,0,7,23,17,57,6,20,30,  61.7,N/A,N/A
Hopedale - Hopedale Jr Sr High,01380505,ENGLISH LANGUAGE ARTS,69,99,56,80,13,19,1,1,0,0,70,  99.6,  67.8,69
Hopedale - Hopedale Jr Sr High,01380505,MATHEMATICS,67,96,46,66,21,30,3,4,0,0,70,  98.9,  65.5,68
Hopedale - Hopedale Jr Sr High,01380505,SCIENCE AND TECH/ENG,63,91,27,39,36,52,6,9,0,0,69,  97.1,N/A,N/A
Hopkinton - Hopkinton High,01390505,ENGLISH LANGUAGE ARTS,273,100,224,82,49,18,0,0,1,0,274,  99.9,  52.6,256
Hopkinton - Hopkinton High,01390505,MATHEMATICS,267,97,242,88,25,9,6,2,1,0,274,  99.3,  59.9,256
Hopkinton - Hopkinton High,01390505,SCIENCE AND TECH/ENG,253,96,166,63,87,33,8,3,2,1,263,  98.5,N/A,N/A
Hudson - Hudson High,01410505,ENGLISH LANGUAGE ARTS,168,97,113,65,55,32,4,2,2,1,174,  99.0,  57.6,151
Hudson - Hudson High,01410505,MATHEMATICS,152,88,100,58,52,30,17,10,4,2,173,  95.4,  61.1,151
Hudson - Hudson High,01410505,SCIENCE AND TECH/ENG,135,80,56,33,79,47,30,18,4,2,169,  93.5,N/A,N/A
Hull - Hull High,01420505,ENGLISH LANGUAGE ARTS,67,99,29,43,38,56,1,1,0,0,68,  99.3,  28.9,65
Hull - Hull High,01420505,MATHEMATICS,61,88,37,54,24,35,6,9,2,3,69,  94.9,  51.9,67
Hull - Hull High,01420505,SCIENCE AND TECH/ENG,57,88,24,37,33,51,8,12,0,0,65,  95.8,N/A,N/A
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,ENGLISH LANGUAGE ARTS,92,96,61,64,31,32,3,3,1,1,96,  97.9,  47.8,90
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,MATHEMATICS,81,86,51,54,30,32,12,13,1,1,94,  94.7,  47.7,88
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,SCIENCE AND TECH/ENG,74,87,29,34,45,53,10,12,1,1,85,  94.4,N/A,N/A
Ipswich - Ipswich High,01440505,ENGLISH LANGUAGE ARTS,127,95,98,73,29,22,2,1,5,4,134,  97.2,  56.7,126
Ipswich - Ipswich High,01440505,MATHEMATICS,118,88,91,68,27,20,12,9,4,3,134,  95.3,  49.0,127
Ipswich - Ipswich High,01440505,SCIENCE AND TECH/ENG,113,86,66,50,47,36,16,12,2,2,131,  96.0,N/A,N/A
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,ENGLISH LANGUAGE ARTS,109,91,66,55,43,36,8,7,3,3,120,  95.8,  47.3,113
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,MATHEMATICS,102,84,72,60,30,25,11,9,8,7,121,  91.7,  33.1,113
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,SCIENCE AND TECH/ENG,90,75,26,22,64,53,26,22,4,3,120,  89.4,N/A,N/A
King Philip - King Philip Regional High,06900505,ENGLISH LANGUAGE ARTS,317,98,213,66,104,32,4,1,1,0,322,  99.6,  50.2,303
King Philip - King Philip Regional High,06900505,MATHEMATICS,290,91,193,60,97,30,23,7,7,2,320,  95.6,  43.7,303
King Philip - King Philip Regional High,06900505,SCIENCE AND TECH/ENG,286,92,138,44,148,48,21,7,4,1,311,  96.9,N/A,N/A
Lawrence - Lawrence High School,01490515,ENGLISH LANGUAGE ARTS,573,76,219,29,354,47,141,19,43,6,757,  90.3,  54.4,503
Lawrence - Lawrence High School,01490515,MATHEMATICS,416,56,201,27,215,29,160,21,169,23,745,  75.5,  41.9,499
Lawrence - Lawrence High School,01490515,SCIENCE AND TECH/ENG,349,51,60,9,289,42,261,38,74,11,684,  78.2,N/A,N/A
Lawrence - Phoenix Academy Lawrence,01490540,ENGLISH LANGUAGE ARTS,7,70,1,10,6,60,2,20,1,10,10,  87.5,,
Lawrence - Phoenix Academy Lawrence,01490540,SCIENCE AND TECH/ENG,1,10,0,0,1,10,6,60,3,30,10,  52.5,N/A,N/A
Lee - Lee Middle/High School,01500505,ENGLISH LANGUAGE ARTS,44,94,23,49,21,45,0,0,3,6,47,  97.3,  55.7,37
Lee - Lee Middle/High School,01500505,MATHEMATICS,39,83,22,47,17,36,5,11,3,6,47,  92.6,  60.2,37
Lee - Lee Middle/High School,01500505,SCIENCE AND TECH/ENG,26,55,6,13,20,43,16,34,5,11,47,  79.3,N/A,N/A
Leicester - Leicester High,01510505,ENGLISH LANGUAGE ARTS,114,95,42,35,72,60,5,4,1,1,120,  97.9,  47.0,115
Leicester - Leicester High,01510505,MATHEMATICS,89,74,38,32,51,43,27,23,4,3,120,  89.8,  42.2,116
Leicester - Leicester High,01510505,SCIENCE AND TECH/ENG,91,82,29,26,62,56,20,18,0,0,111,  93.7,N/A,N/A
Lenox - Lenox Memorial High,01520505,ENGLISH LANGUAGE ARTS,59,97,44,72,15,25,1,2,1,2,61,  99.2,  71.6,57
Lenox - Lenox Memorial High,01520505,MATHEMATICS,53,87,43,70,10,16,6,10,2,3,61,  95.9,  67.7,57
Lenox - Lenox Memorial High,01520505,SCIENCE AND TECH/ENG,53,88,33,55,20,33,6,10,1,2,60,  96.7,N/A,N/A
Leominster - Center For Technical Education Innovation,01530605,ENGLISH LANGUAGE ARTS,121,86,44,31,77,55,10,7,9,6,140,  94.6,  44.5,128
Leominster - Center For Technical Education Innovation,01530605,MATHEMATICS,98,70,55,39,43,31,30,21,12,9,140,  87.5,  39.7,127
Leominster - Center For Technical Education Innovation,01530605,SCIENCE AND TECH/ENG,94,69,41,30,53,39,33,24,9,7,136,  88.2,N/A,N/A
Leominster - Leominster High School,01530505,ENGLISH LANGUAGE ARTS,220,93,101,43,119,50,13,6,3,1,236,  97.6,  45.4,219
Leominster - Leominster High School,01530505,MATHEMATICS,189,80,115,49,74,31,33,14,15,6,237,  89.9,  40.6,219
Leominster - Leominster High School,01530505,SCIENCE AND TECH/ENG,119,90,59,45,60,45,11,8,2,2,132,  95.6,N/A,N/A
Lexington - Lexington High,01550505,ENGLISH LANGUAGE ARTS,561,99,470,83,91,16,3,1,2,0,566,  99.8,  52.7,489
Lexington - Lexington High,01550505,MATHEMATICS,556,98,516,91,40,7,7,1,2,0,565,  99.5,  59.9,491
Lexington - Lexington High,01550505,SCIENCE AND TECH/ENG,513,96,373,70,140,26,19,4,2,0,534,  98.9,N/A,N/A
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,ENGLISH LANGUAGE ARTS,350,98,243,68,107,30,6,2,1,0,357,  99.2,  37.1,323
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,MATHEMATICS,337,94,275,77,62,17,16,4,4,1,357,  97.7,  51.0,320
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,SCIENCE AND TECH/ENG,311,91,158,46,153,45,30,9,2,1,343,  96.4,N/A,N/A
Littleton - Littleton High School,01580505,ENGLISH LANGUAGE ARTS,110,96,75,66,35,31,4,4,0,0,114,  99.1,  55.0,107
Littleton - Littleton High School,01580505,MATHEMATICS,109,96,86,76,23,20,4,4,0,0,113,  99.1,  70.6,107
Littleton - Littleton High School,01580505,SCIENCE AND TECH/ENG,105,92,70,61,35,31,9,8,0,0,114,  97.4,N/A,N/A
Longmeadow - Longmeadow High,01590505,ENGLISH LANGUAGE ARTS,250,98,187,74,63,25,1,0,3,1,254,  99.9,  49.4,234
Longmeadow - Longmeadow High,01590505,MATHEMATICS,233,92,192,76,41,16,18,7,3,1,254,  97.6,  58.3,237
Longmeadow - Longmeadow High,01590505,SCIENCE AND TECH/ENG,234,95,157,64,77,31,9,4,3,1,246,  98.9,N/A,N/A
Lowell - Lowell High,01600505,ENGLISH LANGUAGE ARTS,586,84,260,37,326,47,74,11,36,5,696,  93.5,  42.3,532
Lowell - Lowell High,01600505,MATHEMATICS,478,69,287,42,191,28,121,18,92,13,691,  84.3,  40.1,526
Lowell - Lowell High,01600505,SCIENCE AND TECH/ENG,385,61,131,21,254,40,174,28,72,11,631,  81.8,N/A,N/A
Lowell - The Career Academy,01600515,ENGLISH LANGUAGE ARTS,5,42,0,0,5,42,6,50,1,8,12,  81.3, ,10
Lowell - The Career Academy,01600515,MATHEMATICS,2,15,1,8,1,8,2,15,9,69,13,  48.1, ,10
Lowell - The Career Academy,01600515,SCIENCE AND TECH/ENG,1,9,1,9,0,0,5,45,5,45,11,  50.0,N/A,N/A
Ludlow - Ludlow Senior High,01610505,ENGLISH LANGUAGE ARTS,186,93,97,49,89,45,11,6,3,2,200,  97.8,  68.7,114
Ludlow - Ludlow Senior High,01610505,MATHEMATICS,166,83,110,55,56,28,20,10,13,7,199,  91.6,  61.1,114
Ludlow - Ludlow Senior High,01610505,SCIENCE AND TECH/ENG,158,80,57,29,101,51,31,16,9,5,198,  90.7,N/A,N/A
Lunenburg - Lunenburg High,01620505,ENGLISH LANGUAGE ARTS,100,99,53,52,47,47,1,1,0,0,101,  99.5,  46.7,91
Lunenburg - Lunenburg High,01620505,MATHEMATICS,85,84,62,61,23,23,11,11,5,5,101,  93.1,  50.8,91
Lunenburg - Lunenburg High,01620505,SCIENCE AND TECH/ENG,87,88,47,47,40,40,11,11,1,1,99,  95.5,N/A,N/A
Lynn - Classical High,01630505,ENGLISH LANGUAGE ARTS,295,73,132,33,163,40,64,16,46,11,405,  85.4,  50.4,299
Lynn - Classical High,01630505,MATHEMATICS,212,54,129,33,83,21,93,24,87,22,392,  74.8,  44.9,294
Lynn - Classical High,01630505,SCIENCE AND TECH/ENG,184,56,73,22,111,34,124,37,23,7,331,  80.4,N/A,N/A
Lynn - Lynn English High,01630510,ENGLISH LANGUAGE ARTS,276,76,123,34,153,42,52,14,37,10,365,  87.1,  52.0,252
Lynn - Lynn English High,01630510,MATHEMATICS,199,56,124,35,75,21,89,25,67,19,355,  76.5,  51.8,252
Lynn - Lynn English High,01630510,SCIENCE AND TECH/ENG,164,57,46,16,118,41,104,36,22,8,290,  80.8,N/A,N/A
Lynn - Lynn Vocational Technical Institute,01630605,ENGLISH LANGUAGE ARTS,197,80,54,22,143,58,40,16,10,4,247,  92.0,  50.4,218
Lynn - Lynn Vocational Technical Institute,01630605,MATHEMATICS,146,59,56,23,90,37,65,26,35,14,246,  80.3,  47.1,220
Lynn - Lynn Vocational Technical Institute,01630605,SCIENCE AND TECH/ENG,125,55,25,11,100,44,95,42,8,4,228,  82.8,N/A,N/A
Lynnfield - Lynnfield High,01640505,ENGLISH LANGUAGE ARTS,145,100,120,83,25,17,0,0,0,0,145, 100.0,  64.6,141
Lynnfield - Lynnfield High,01640505,MATHEMATICS,141,97,117,81,24,17,4,3,0,0,145,  99.1,  54.2,141
Lynnfield - Lynnfield High,01640505,SCIENCE AND TECH/ENG,135,97,71,51,64,46,3,2,1,1,139,  98.4,N/A,N/A
MATCH Charter Public School (District) - MATCH Charter Public School,04690505,ENGLISH LANGUAGE ARTS,76,99,47,61,29,38,1,1,0,0,77,  99.7,  60.2,67
MATCH Charter Public School (District) - MATCH Charter Public School,04690505,MATHEMATICS,72,97,48,65,24,32,2,3,0,0,74,  99.3,  56.3,66
MATCH Charter Public School (District) - MATCH Charter Public School,04690505,SCIENCE AND TECH/ENG,67,94,17,24,50,70,4,6,0,0,71,  98.2,N/A,N/A
Malden - Malden High,01650505,ENGLISH LANGUAGE ARTS,292,80,126,35,166,46,51,14,20,6,363,  92.3,  40.7,272
Malden - Malden High,01650505,MATHEMATICS,266,74,167,46,99,27,58,16,37,10,361,  87.7,  45.9,283
Malden - Malden High,01650505,SCIENCE AND TECH/ENG,222,67,91,28,131,40,83,25,24,7,329,  85.9,N/A,N/A
Manchester Essex Regional - Manchester Essex Regional High School,06980510,ENGLISH LANGUAGE ARTS,107,97,82,75,25,23,2,2,1,1,110,  99.5,  48.4,95
Manchester Essex Regional - Manchester Essex Regional High School,06980510,MATHEMATICS,107,96,85,77,22,20,2,2,2,2,111,  98.6,  55.6,97
Manchester Essex Regional - Manchester Essex Regional High School,06980510,SCIENCE AND TECH/ENG,99,93,63,59,36,34,6,6,1,1,106,  97.9,N/A,N/A
Mansfield - Mansfield High,01670505,ENGLISH LANGUAGE ARTS,305,97,229,73,76,24,5,2,4,1,314,  99.1,  62.4,298
Mansfield - Mansfield High,01670505,MATHEMATICS,290,94,239,77,51,16,10,3,10,3,310,  97.0,  55.0,295
Mansfield - Mansfield High,01670505,SCIENCE AND TECH/ENG,261,86,124,41,137,45,38,13,5,2,304,  95.2,N/A,N/A
Marblehead - Marblehead High,01680505,ENGLISH LANGUAGE ARTS,245,99,186,75,59,24,0,0,2,1,247,  99.9,  46.3,223
Marblehead - Marblehead High,01680505,MATHEMATICS,228,92,177,72,51,21,16,6,3,1,247,  97.8,  51.3,222
Marblehead - Marblehead High,01680505,SCIENCE AND TECH/ENG,223,95,149,63,74,31,10,4,2,1,235,  98.6,N/A,N/A
Marlborough - Marlborough High,01700505,ENGLISH LANGUAGE ARTS,204,86,100,42,104,44,21,9,11,5,236,  93.3,  44.9,183
Marlborough - Marlborough High,01700505,MATHEMATICS,162,70,86,37,76,33,41,18,28,12,231,  84.7,  43.1,180
Marlborough - Marlborough High,01700505,SCIENCE AND TECH/ENG,140,67,45,22,95,45,51,24,18,9,209,  85.0,N/A,N/A
Marshfield - Marshfield High,01710505,ENGLISH LANGUAGE ARTS,327,98,231,69,96,29,4,1,2,1,333,  99.3,  55.1,324
Marshfield - Marshfield High,01710505,MATHEMATICS,294,89,189,57,105,32,30,9,8,2,332,  95.3,  47.0,325
Marshfield - Marshfield High,01710505,SCIENCE AND TECH/ENG,283,85,120,36,163,49,45,14,3,1,331,  94.6,N/A,N/A
Martha's Vineyard - Martha's Vineyard Regional High,07000505,ENGLISH LANGUAGE ARTS,151,93,95,58,56,34,10,6,2,1,163,  97.7,  55.3,136
Martha's Vineyard - Martha's Vineyard Regional High,07000505,MATHEMATICS,124,76,89,55,35,21,24,15,15,9,163,  88.0,  39.4,137
Martha's Vineyard - Martha's Vineyard Regional High,07000505,SCIENCE AND TECH/ENG,122,80,43,28,79,52,21,14,10,7,153,  90.5,N/A,N/A
Masconomet - Masconomet Regional High School,07050505,ENGLISH LANGUAGE ARTS,275,100,209,76,66,24,0,0,1,0,276,  99.7,  49.4,262
Masconomet - Masconomet Regional High School,07050505,MATHEMATICS,266,96,232,84,34,12,9,3,1,0,276,  98.5,  48.0,261
Masconomet - Masconomet Regional High School,07050505,SCIENCE AND TECH/ENG,264,99,163,61,101,38,2,1,1,0,267,  99.5,N/A,N/A
Mashpee - Mashpee High,01720505,ENGLISH LANGUAGE ARTS,104,97,62,58,42,39,1,1,2,2,107,  98.1,  43.7,104
Mashpee - Mashpee High,01720505,MATHEMATICS,92,86,53,50,39,36,11,10,4,4,107,  93.9,  46.1,104
Mashpee - Mashpee High,01720505,SCIENCE AND TECH/ENG,80,82,36,37,44,45,14,14,4,4,98,  92.3,N/A,N/A
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District - Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,39010900,ENGLISH LANGUAGE ARTS,46,90,19,37,27,53,4,8,1,2,51,  95.6, ,18
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District - Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,39010900,MATHEMATICS,29,60,14,29,15,31,10,21,9,19,48,  77.6, ,16
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District - Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,39010900,SCIENCE AND TECH/ENG,6,32,2,11,4,21,8,42,5,26,19,  60.5,N/A,N/A
