2017-18 Enrollment By Race/Gender Report (School) ,,,,,,,,,,
School Name,School Code,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
North Attleborough - Roosevelt Avenue,02120015,   1.1,   6.4,   2.8,  85.5,   0.0,   0.0,   4.2,  44.9,  55.1
North Brookfield - North Brookfield Elementary,02150015,   0.9,   0.0,   3.9,  92.1,   0.0,   0.0,   3.0,  53.0,  47.0
North Brookfield - North Brookfield High,02150505,   0.9,   0.9,   5.3,  89.9,   0.0,   0.0,   3.1,  50.7,  49.3
North Middlesex - Ashby Elementary,07350010,   0.5,   0.0,   2.7,  96.7,   0.0,   0.0,   0.0,  57.6,  42.4
North Middlesex - Hawthorne Brook,07350030,   1.0,   1.2,   3.2,  91.6,   0.0,   0.2,   2.8,  49.4,  50.6
North Middlesex - Nissitissit Middle School,07350310,   1.5,   2.1,   3.6,  90.5,   0.0,   0.0,   2.3,  52.2,  47.8
North Middlesex - North Middlesex Regional,07350505,   1.3,   0.8,   3.0,  91.2,   0.3,   0.0,   3.5,  46.5,  53.5
North Middlesex - Peter Fitzpatrick School,07350515,   0.0,   0.0,   0.0,  94.4,   0.0,   0.0,   5.6,  61.1,  38.9
North Middlesex - Spaulding Memorial,07350005,   1.7,   1.9,   5.7,  86.3,   0.0,   0.0,   4.5,  50.0,  50.0
North Middlesex - Squannacook Early Childhood Center,07350002,   2.2,   1.1,   3.3,  92.2,   1.1,   0.0,   0.0,  60.0,  40.0
North Middlesex - Varnum Brook,07350035,   2.4,   0.4,   4.3,  87.7,   0.2,   0.0,   5.0,  53.4,  46.6
North Reading - E Ethel Little School,02170003,   1.2,   4.2,   3.6,  86.4,   0.0,   0.0,   4.5,  53.8,  46.2
North Reading - J Turner Hood,02170010,   0.6,   5.4,   2.4,  88.7,   0.0,   0.3,   2.7,  52.7,  47.3
North Reading - L D Batchelder,02170005,   0.2,   3.4,   5.6,  87.1,   0.0,   0.0,   3.7,  50.4,  49.6
North Reading - North Reading High,02170505,   0.6,   3.1,   2.1,  92.6,   0.0,   0.2,   1.4,  48.0,  52.0
North Reading - North Reading Middle,02170305,   0.5,   3.6,   2.9,  89.1,   0.0,   0.2,   3.6,  48.9,  51.1
Northampton - Bridge Street,02100005,   2.6,   5.1,  21.9,  62.4,   0.4,   0.0,   7.7,  54.0,  46.0
Northampton - Jackson Street,02100020,   5.6,   8.1,  17.6,  60.1,   0.0,   0.0,   8.7,  43.3,  56.7
Northampton - John F Kennedy Middle School,02100410,   1.8,   2.9,  17.7,  70.6,   0.5,   0.0,   6.5,  52.2,  47.8
Northampton - Leeds,02100025,   0.9,   2.2,  14.3,  74.5,   0.0,   0.0,   8.1,  53.3,  46.7
Northampton - Northampton High,02100505,   3.0,   4.3,  12.9,  75.6,   0.1,   0.0,   4.1,  48.6,  51.4
Northampton - R. K. Finn Ryan Road,02100029,   1.4,   3.6,  15.4,  75.1,   0.0,   0.0,   4.5,  53.4,  46.6
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,04060705,   1.2,   0.8,  15.5,  80.7,   0.0,   0.0,   1.8,  58.0,  42.0
Northboro-Southboro - Algonquin Regional High,07300505,   1.2,  10.7,   5.6,  79.1,   0.3,   0.2,   2.9,  48.3,  51.7
Northborough - Fannie E Proctor,02130015,   3.6,  11.2,  14.5,  67.1,   0.0,   0.4,   3.2,  51.0,  49.0
Northborough - Lincoln Street,02130003,   1.6,  14.1,   0.8,  77.6,   1.2,   0.8,   3.9,  46.7,  53.3
Northborough - Marguerite E Peaslee,02130014,   0.4,  13.5,  10.2,  71.6,   0.0,   0.4,   4.0,  55.6,  44.4
Northborough - Marion E Zeh,02130020,   1.2,  16.5,   7.0,  72.0,   0.0,   0.0,   3.3,  54.7,  45.3
Northborough - Robert E. Melican Middle School,02130305,   2.2,   9.3,   5.6,  76.8,   0.5,   1.1,   4.5,  51.9,  48.1
Northbridge - Northbridge Elementary,02140005,   0.0,   1.1,  11.1,  82.6,   0.5,   0.0,   4.7,  56.8,  43.2
Northbridge - Northbridge High,02140505,   0.5,   0.9,   7.1,  88.9,   0.0,   0.2,   2.5,  50.6,  49.4
Northbridge - Northbridge Middle,02140305,   1.0,   1.0,   6.5,  86.9,   0.0,   0.1,   4.6,  51.0,  49.0
Northbridge - W Edward Balmer,02140001,   0.4,   0.4,   8.5,  86.5,   0.0,   0.0,   4.2,  48.7,  51.3
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,08530605,   2.7,   1.4,  30.3,  63.5,   0.0,   0.2,   1.9,  53.5,  46.5
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,08510605,   0.8,   0.0,   1.6,  94.1,   0.2,   0.0,   3.3,  62.9,  37.1
Norton - Henri A. Yelle,02180060,   2.0,   2.8,   3.3,  86.8,   0.0,   0.0,   5.1,  51.4,  48.6
Norton - J C Solmonese,02180015,   0.9,   1.1,   3.2,  88.3,   0.6,   0.0,   5.8,  51.5,  48.5
Norton - L G Nourse Elementary,02180010,   3.2,   2.1,   6.3,  84.9,   0.0,   0.0,   3.5,  51.9,  48.1
Norton - Norton High,02180505,   1.9,   2.2,   2.3,  92.1,   0.0,   0.3,   1.3,  53.0,  47.0
Norton - Norton Middle,02180305,   2.0,   1.9,   3.7,  88.4,   0.2,   0.0,   3.7,  47.2,  52.8
Norwell - Grace Farrar Cole,02190005,   0.6,   1.7,   1.5,  93.1,   0.2,   0.0,   2.9,  58.2,  41.8
Norwell - Norwell High,02190505,   0.4,   1.7,   2.2,  93.7,   0.0,   0.3,   1.7,  48.9,  51.1
Norwell - Norwell Middle School,02190405,   0.6,   3.0,   1.8,  92.5,   0.0,   0.2,   2.0,  48.3,  51.7
Norwell - William G Vinal,02190020,   0.2,   1.7,   1.2,  93.8,   0.0,   0.2,   2.9,  53.4,  46.6
Norwood - Balch,02200005,  11.1,   3.7,  30.4,  52.0,   0.0,   0.0,   2.7,  50.0,  50.0
Norwood - Charles J Prescott,02200025,   6.0,  25.7,   4.0,  60.6,   0.0,   0.0,   3.6,  50.6,  49.4
Norwood - Cornelius M Callahan,02200010,   9.6,   5.5,   8.7,  70.8,   0.0,   0.0,   5.5,  52.5,  47.5
Norwood - Dr. Philip O. Coakley Middle School,02200305,  11.9,   5.2,  12.2,  68.5,   0.0,   0.1,   2.0,  51.6,  48.4
Norwood - F A Cleveland,02200015,   6.7,   9.8,   6.1,  74.7,   0.0,   0.6,   2.1,  50.9,  49.1
Norwood - George F. Willett,02200075,   8.5,  14.4,  11.3,  62.5,   0.0,   1.5,   1.8,  51.7,  48.3
Norwood - John P Oldham,02200020,  12.8,   5.7,   8.4,  72.7,   0.0,   0.0,   0.4,  47.1,  52.9
Norwood - Norwood High,02200505,  12.0,   4.3,  11.0,  70.1,   0.0,   0.0,   2.6,  51.0,  49.0
Oak Bluffs - Oak Bluffs Elementary,02210005,   4.9,   1.6,  23.7,  60.8,   1.6,   0.5,   6.8,  49.3,  50.7
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,   1.9,   0.7,   1.9,  94.1,   0.2,   0.0,   1.3,  63.4,  36.6
Old Rochester - Old Rochester Regional High,07400505,   2.2,   2.4,   1.2,  91.5,   0.1,   0.0,   2.6,  47.6,  52.4
Old Rochester - Old Rochester Regional Jr High,07400405,   1.5,   1.5,   1.9,  91.4,   0.0,   0.0,   3.8,  53.9,  46.1
Old Sturbridge Academy Charter Public School (District) - Old Sturbridge Academy Charter Public School,35150205,   6.9,   0.6,  10.6,  81.9,   0.0,   0.0,   0.0,  53.8,  46.3
Orange - Dexter Park,02230010,   1.0,   0.6,   6.7,  88.2,   0.0,   0.0,   3.5,  57.8,  42.2
Orange - Fisher Hill,02230015,   1.8,   0.4,   8.6,  86.0,   0.7,   0.0,   2.5,  51.3,  48.7
Orleans - Orleans Elementary,02240005,   3.1,   2.2,   5.8,  87.4,   0.0,   0.0,   1.3,  52.0,  48.0
Oxford - Alfred M Chaffee,02260010,   1.7,   0.7,  10.7,  82.0,   0.3,   0.0,   4.5,  55.0,  45.0
Oxford - Clara Barton,02260005,   2.6,   0.5,   9.4,  82.2,   0.0,   0.0,   5.2,  53.5,  46.5
Oxford - Oxford High,02260505,   3.1,   2.2,  10.1,  79.0,   0.6,   0.4,   4.6,  46.8,  53.2
Oxford - Oxford Middle,02260405,   1.8,   1.6,  11.7,  80.1,   0.0,   0.0,   4.7,  52.4,  47.6
Oxford - Project C.O.F.F.E.E.,02260305,   0.0,   0.0,  18.5,  77.8,   0.0,   0.0,   3.7,  88.9,  11.1
Palmer - Old Mill Pond,02270008,   3.3,   2.6,  13.5,  75.5,   0.0,   0.0,   4.9,  48.5,  51.5
Palmer - Palmer High,02270505,   2.7,   2.2,   8.7,  82.6,   0.0,   0.1,   3.6,  51.5,  48.5
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,   0.5,   0.7,   5.5,  89.9,   0.2,   0.0,   3.3,  62.4,  37.6
Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,   3.7,   0.0,  89.6,   6.3,   0.0,   0.4,   0.0,  45.2,  54.8
Peabody - Captain Samuel Brown,02290005,   2.0,   1.4,  14.5,  80.2,   0.0,   0.0,   2.0,  55.6,  44.4
Peabody - Center,02290015,   8.1,   2.3,  11.7,  76.4,   0.0,   0.0,   1.5,  48.7,  51.3
Peabody - J Henry Higgins Middle,02290305,   3.9,   1.8,  15.4,  77.3,   0.0,   0.0,   1.7,  51.8,  48.2
Peabody - John E Burke,02290007,   1.1,   1.1,   5.7,  88.9,   0.0,   0.0,   3.1,  49.8,  50.2
Peabody - John E. McCarthy,02290016,   2.0,   2.0,   9.9,  83.1,   0.0,   0.0,   3.1,  57.6,  42.4
Peabody - Peabody Veterans Memorial High,02290510,   3.4,   2.2,  15.9,  76.5,   0.0,   0.0,   2.0,  51.8,  48.2
Peabody - South Memorial,02290035,   2.8,   2.1,   6.0,  86.7,   0.0,   0.0,   2.4,  44.1,  55.9
Peabody - Thomas Carroll,02290010,   5.1,   0.8,  16.5,  76.2,   0.0,   0.0,   1.3,  47.4,  52.6
Peabody - West Memorial,02290045,   1.2,   0.8,   4.0,  93.1,   0.0,   0.0,   0.8,  55.6,  44.4
Peabody - William A Welch Sr,02290027,   4.2,   1.4,  27.2,  65.0,   0.0,   0.0,   2.2,  51.1,  48.9
Pelham - Pelham Elementary,02300005,   0.8,   3.9,   9.4,  81.9,   0.0,   0.0,   3.9,  52.0,  48.0
Pembroke - Bryantville Elementary,02310003,   0.4,   0.6,   0.0,  95.2,   0.2,   0.2,   3.4,  51.6,  48.4
Pembroke - Hobomock Elementary,02310010,   0.7,   0.5,   0.2,  98.1,   0.0,   0.0,   0.5,  56.5,  43.5
Pembroke - North Pembroke Elementary,02310015,   0.7,   0.9,   0.5,  94.9,   0.2,   0.0,   2.7,  53.2,  46.6
Pembroke - Pembroke Community Middle School,02310305,   0.6,   1.4,   0.8,  96.6,   0.0,   0.0,   0.6,  49.4,  50.6
Pembroke - Pembroke High School,02310505,   1.0,   1.1,   0.4,  96.6,   0.0,   0.3,   0.5,  49.6,  50.1
Pentucket - Dr Frederick N Sweetsir,07450020,   0.0,   0.0,  10.1,  87.2,   0.0,   0.0,   2.8,  53.7,  46.3
Pentucket - Dr John C Page School,07450015,   0.3,   2.9,   1.8,  93.0,   0.0,   0.0,   2.1,  50.7,  49.3
Pentucket - Elmer S Bagnall,07450005,   0.6,   0.4,   4.6,  92.3,   0.0,   0.0,   2.2,  55.8,  44.2
Pentucket - Helen R Donaghue School,07450010,   0.4,   0.8,   6.2,  90.5,   0.0,   0.0,   2.1,  50.2,  49.8
Pentucket - Pentucket Regional Middle,07450405,   0.2,   2.1,   2.8,  93.6,   0.0,   0.0,   1.2,  56.6,  43.4
Pentucket - Pentucket Regional Sr High,07450505,   0.7,   2.0,   2.6,  94.1,   0.0,   0.0,   0.7,  50.0,  50.0
Petersham - Petersham Center,02340005,   0.0,   0.9,   4.3,  90.5,   0.0,   0.0,   4.3,  51.7,  48.3
Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,  24.1,   1.5,  64.0,   4.4,   0.5,   0.0,   5.4,  52.2,  47.8
Phoenix Charter Academy (District) - Phoenix Charter Academy,04930505,  13.7,   1.0,  78.7,   6.1,   0.5,   0.0,   0.0,  54.3,  45.7
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,  28.0,   8.8,  29.6,  31.1,   1.6,   0.1,   0.6,  47.8,  52.2
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,  33.3,  14.3,  23.5,  26.6,   0.3,   0.0,   2.0,  46.8,  53.2
Pioneer Valley - Bernardston Elementary,07500006,   0.6,   0.0,   0.0,  94.9,   0.0,   0.0,   4.5,  47.1,  52.9
Pioneer Valley - Northfield Elementary,07500008,   0.0,   0.0,   2.2,  94.1,   0.0,   0.0,   3.8,  50.5,  49.5
Pioneer Valley - Pearl E Rhodes Elementary,07500007,   0.0,   0.0,  12.1,  87.9,   0.0,   0.0,   0.0,  42.4,  57.6
Pioneer Valley - Pioneer Valley Regional,07500505,   1.1,   0.8,   1.4,  93.3,   0.3,   0.0,   3.1,  50.0,  50.0
Pioneer Valley - Warwick Community School,07500009,   0.0,   0.0,   5.1,  86.4,   0.0,   0.0,   8.5,  55.9,  44.1
Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,04970205,   7.3,  18.1,   5.5,  56.0,   0.0,   0.0,  13.2,  46.7,  53.1
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,   9.5,   2.2,  14.2,  67.3,   0.2,   0.0,   6.5,  30.9,  68.8
Pittsfield - Allendale,02360010,   8.3,   2.1,  12.2,  64.9,   0.7,   0.0,  11.8,  50.3,  49.7
Pittsfield - Crosby,02360065,  13.2,   0.9,  19.5,  53.8,   0.9,   0.0,  11.7,  59.6,  40.4
Pittsfield - Egremont,02360035,   7.3,   0.9,  10.4,  75.2,   0.0,   0.0,   6.1,  49.9,  50.1
Pittsfield - John T Reid Middle,02360305,  11.3,   0.9,  12.0,  65.6,   0.4,   0.2,   9.6,  49.5,  50.5
Pittsfield - Morningside Community School,02360055,  13.7,   0.5,  21.4,  51.9,   0.3,   0.0,  12.1,  50.1,  49.9
Pittsfield - Pittsfield High,02360505,  10.7,   2.0,  12.6,  70.1,   0.1,   0.0,   4.6,  51.1,  48.8
Pittsfield - Robert T. Capeless Elementary School,02360045,   3.7,   0.0,   7.9,  78.2,   0.0,   0.0,  10.2,  45.4,  54.6
Pittsfield - Silvio O Conte Community,02360105,  18.5,   1.1,  24.3,  40.1,   0.8,   0.0,  15.2,  49.7,  50.3
Pittsfield - Stearns,02360090,   2.4,   1.6,   8.6,  80.4,   0.0,   0.0,   6.9,  54.7,  45.3
Pittsfield - Taconic High,02360510,  13.2,   1.1,  10.2,  67.5,   0.1,   0.0,   7.8,  50.6,  49.4
Pittsfield - Theodore Herberg Middle,02360310,  10.7,   1.2,  11.5,  69.1,   0.0,   0.0,   7.5,  49.0,  51.0
Pittsfield - Williams,02360100,   5.0,   4.4,   5.3,  77.4,   0.0,   0.6,   7.2,  51.7,  48.3
Plainville - Anna Ware Jackson,02380010,   3.2,   4.7,   5.0,  85.4,   0.0,   0.0,   1.7,  53.8,  46.2
Plainville - Beatrice H Wood Elementary,02380005,   2.0,   4.6,   8.3,  82.8,   1.0,   0.0,   1.3,  49.2,  50.8
Plymouth - Cold Spring,02390005,   1.2,   2.7,  12.5,  78.4,   0.0,   0.0,   5.1,  46.7,  53.3
Plymouth - Federal Furnace School,02390011,   6.5,   0.5,   6.7,  82.1,   0.0,   0.0,   4.1,  52.1,  47.9
Plymouth - Hedge,02390010,   3.2,   3.2,   7.8,  75.3,   0.0,   0.0,  10.4,  58.4,  41.6
Plymouth - Indian Brook,02390012,   1.4,   0.0,   2.6,  93.3,   0.0,   0.0,   2.6,  50.8,  49.2
Plymouth - Manomet Elementary,02390015,   0.7,   0.0,   3.5,  91.6,   0.0,   0.0,   4.2,  48.4,  51.6
Plymouth - Nathaniel Morton Elementary,02390030,   0.9,   1.1,   4.2,  88.3,   0.2,   0.0,   5.3,  51.7,  48.3
Plymouth - Plymouth Commun Intermediate,02390405,   2.3,   2.1,   5.0,  86.7,   0.2,   0.0,   3.8,  55.4,  44.5
Plymouth - Plymouth Early Childhood Center,02390003,   2.9,   1.4,   2.1,  86.4,   0.0,   0.0,   7.1,  50.0,  50.0
Plymouth - Plymouth North High,02390505,   2.7,   1.7,   6.1,  85.6,   0.2,   0.1,   3.7,  49.5,  50.5
Plymouth - Plymouth South High,02390515,   1.6,   1.5,   2.6,  90.3,   0.4,   0.1,   3.6,  53.0,  47.0
Plymouth - Plymouth South Middle,02390305,   0.6,   0.8,   2.3,  92.3,   0.4,   0.0,   3.6,  52.3,  47.7
Plymouth - South Elementary,02390046,   1.2,   0.3,   4.7,  87.7,   0.5,   0.2,   5.4,  53.3,  46.7
Plymouth - West Elementary,02390047,   2.5,   1.3,   8.6,  83.2,   0.0,   0.0,   4.3,  52.3,  47.7
Plympton - Dennett Elementary,02400010,   0.0,   0.5,   1.9,  95.2,   0.5,   0.0,   1.9,  50.2,  49.8
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,  54.7,   7.8,  20.7,  13.4,   0.4,   0.2,   2.8,  51.2,  48.8
Provincetown - Provincetown Schools,02420020,  25.8,   0.0,  15.0,  51.7,   0.0,   0.0,   7.5,  49.2,  50.8
Quabbin - Hardwick Elementary,07530005,   0.5,   0.0,   9.8,  87.1,   1.5,   0.0,   1.0,  53.6,  46.4
Quabbin - Hubbardston Center,07530010,   0.9,   0.9,   3.4,  94.4,   0.0,   0.0,   0.3,  49.2,  50.8
Quabbin - IB School of Quabbin,07530515,   7.7,   0.0,   7.7,  84.6,   0.0,   0.0,   0.0,  23.1,  76.9
Quabbin - New Braintree Grade,07530020,   1.9,   0.0,   7.4,  88.9,   0.0,   0.0,   1.9,  59.3,  40.7
Quabbin - Oakham Center,07530025,   1.6,   0.0,   3.9,  93.8,   0.0,   0.0,   0.8,  41.1,  58.9
Quabbin - Quabbin Regional High School,07530505,   0.6,   0.9,   4.0,  90.6,   0.0,   0.0,   4.0,  46.6,  53.4
Quabbin - Quabbin Regional Middle School,07530405,   0.0,   0.5,   4.8,  92.2,   0.0,   0.0,   2.5,  49.2,  50.8
Quabbin - Ruggles Lane,07530030,   0.0,   0.9,   5.0,  92.0,   0.0,   0.4,   1.7,  54.1,  45.9
Quaboag Regional - Quaboag Regional High,07780505,   1.4,   0.0,   6.5,  90.5,   0.0,   0.0,   1.6,  50.7,  49.3
Quaboag Regional - Quaboag Regional Middle Innovation School,07780305,   0.0,   0.4,   9.7,  86.9,   0.0,   0.0,   3.0,  49.2,  50.8
Quaboag Regional - Warren Elementary,07780005,   1.1,   0.0,   6.7,  89.4,   0.0,   0.0,   2.7,  50.1,  49.9
Quaboag Regional - West Brookfield Elementary,07780010,   0.3,   0.3,   4.9,  90.5,   0.0,   0.0,   3.9,  52.6,  47.4
Quincy - Amelio Della Chiesa Early Childhood Center,02430005,   7.8,  44.6,   8.3,  35.8,   0.0,   0.0,   3.6,  55.4,  44.6
Quincy - Atherton Hough,02430040,   3.6,  12.0,   6.0,  75.7,   0.0,   0.0,   2.8,  56.2,  43.8
Quincy - Atlantic Middle,02430305,   4.0,  50.7,   3.0,  37.2,   0.0,   0.4,   4.6,  51.1,  48.9
Quincy - Beechwood Knoll Elementary,02430020,   1.1,  44.2,   1.4,  51.3,   0.0,   0.0,   2.0,  49.6,  50.4
Quincy - Broad Meadows Middle,02430310,   7.1,  16.5,   7.1,  65.4,   0.8,   0.3,   2.9,  54.2,  45.8
Quincy - Central Middle,02430315,   2.4,  39.7,   3.0,  51.9,   0.0,   0.3,   2.7,  50.0,  50.0
Quincy - Charles A Bernazzani Elementary,02430025,   3.0,  28.8,   5.2,  57.6,   0.0,   0.0,   5.5,  48.2,  51.8
Quincy - Clifford H Marshall Elementary,02430055,  12.2,  45.1,   8.1,  30.8,   0.0,   1.8,   1.9,  50.6,  49.4
Quincy - Francis W Parker,02430075,   2.9,  68.7,   4.5,  22.4,   0.0,   0.3,   1.3,  59.4,  40.6
Quincy - Lincoln-Hancock Community School,02430035,  12.8,  33.7,   8.9,  37.9,   0.4,   0.6,   5.8,  52.6,  47.4
Quincy - Merrymount,02430060,   5.8,  24.2,   4.3,  63.1,   0.3,   0.9,   1.4,  51.9,  48.1
Quincy - Montclair,02430065,   3.9,  61.4,   4.4,  26.9,   0.0,   0.5,   2.9,  48.1,  51.9
Quincy - North Quincy High,02430510,   2.8,  57.2,   3.3,  35.3,   0.4,   0.0,   1.0,  51.2,  48.8
Quincy - Point Webster Middle,02430325,  11.8,  36.5,   9.3,  38.2,   0.3,   0.3,   3.7,  51.7,  48.3
Quincy - Quincy High,02430505,  10.1,  21.9,   7.1,  56.9,   0.3,   0.5,   3.2,  52.5,  47.4
Quincy - Reay E Sterling Middle,02430320,  13.0,  26.5,  12.4,  42.5,   0.3,   0.6,   4.7,  54.7,  45.3
Quincy - Snug Harbor Community School,02430090,  10.6,  38.1,   8.8,  38.6,   0.0,   0.0,   3.9,  56.0,  44.0
Quincy - Squantum,02430095,   3.5,  31.0,   5.2,  56.5,   0.0,   0.0,   3.8,  49.9,  50.1
Quincy - Wollaston School,02430110,   0.9,  62.5,   1.8,  33.3,   0.0,   0.3,   1.2,  49.8,  50.2
Ralph C Mahar - Pathways Early College Innovation School,07550515,   0.0,   5.6,   5.6,  83.3,   0.0,   0.0,   5.6,  27.8,  72.2
Ralph C Mahar - Ralph C Mahar Regional,07550505,   2.2,   1.6,   7.5,  85.0,   0.0,   0.0,   3.7,  50.5,  49.5
Ralph C Mahar - The Gateway to College,07550525,   1.2,   1.2,  18.1,  75.9,   0.0,   0.0,   3.6,  38.6,  61.4
Randolph - Elizabeth G Lyons Elementary,02440020,  43.3,  12.8,  15.1,  20.1,   0.7,   0.0,   8.1,  56.0,  44.0
Randolph - J F Kennedy Elementary,02440018,  52.3,  13.1,  15.7,  11.2,   0.6,   0.9,   6.2,  53.3,  46.7
Randolph - Margaret L Donovan,02440015,  45.7,  24.2,  11.5,  12.9,   0.2,   0.0,   5.4,  52.3,  47.7
Randolph - Martin E Young Elementary,02440040,  47.1,  16.9,  20.8,  10.4,   0.0,   0.0,   4.9,  55.2,  44.8
Randolph - Randolph Community Middle,02440410,  51.3,  14.8,  12.8,  15.6,   0.2,   0.2,   5.1,  53.0,  47.0
Randolph - Randolph High,02440505,  54.8,  18.8,  12.7,   8.6,   0.6,   0.4,   4.1,  56.5,  43.5
Reading - Alice M Barrows,02460002,   1.6,   4.2,   1.6,  89.4,   0.0,   0.0,   3.2,  50.1,  49.9
Reading - Arthur W Coolidge Middle,02460305,   1.9,   4.6,   2.5,  88.7,   0.0,   0.2,   2.1,  54.0,  46.0
Reading - Birch Meadow,02460005,   1.1,   3.8,   0.8,  91.6,   0.0,   0.0,   2.7,  56.2,  43.8
Reading - J Warren Killam,02460017,   3.3,   6.9,   1.2,  86.9,   0.0,   0.0,   1.7,  55.7,  44.3
Reading - Joshua Eaton,02460010,   4.9,   6.2,   5.2,  78.4,   0.3,   0.0,   5.2,  50.5,  49.5
Reading - Reading Memorial High,02460505,   2.6,   4.7,   1.8,  89.7,   0.2,   0.0,   1.0,  49.6,  50.4
Reading - RISE PreSchool,02460001,   2.1,   7.4,   7.4,  80.9,   0.0,   0.0,   2.1,  62.8,  37.2
Reading - Walter S Parker Middle,02460310,   3.0,   6.6,   2.7,  85.6,   0.2,   0.0,   2.0,  50.3,  49.7
Reading - Wood End Elementary School,02460020,   2.4,   3.4,   2.8,  89.3,   0.0,   0.0,   2.1,  52.8,  47.2
Revere - A. C. Whelan Elementary School,02480003,   3.5,   5.2,  43.6,  45.8,   0.1,   0.1,   1.7,  53.3,  46.7
Revere - Abraham Lincoln,02480025,   4.0,   4.3,  48.2,  42.0,   0.0,   0.0,   1.4,  52.1,  47.9
Revere - Beachmont Veterans Memorial School,02480013,   3.7,   1.9,  48.4,  44.7,   0.0,   0.0,   1.3,  54.8,  45.2
Revere - Garfield Elementary School,02480056,   2.7,   6.6,  62.9,  26.3,   0.0,   0.0,   1.4,  51.0,  49.0
Revere - Garfield Middle School,02480057,   2.8,   5.9,  56.1,  33.1,   0.2,   0.0,   1.9,  50.9,  49.1
Revere - Paul Revere,02480050,   3.4,   5.7,  43.2,  43.2,   0.0,   0.0,   4.4,  49.4,  50.6
Revere - Revere High,02480505,   4.0,   6.2,  56.3,  31.0,   0.6,   0.0,   1.9,  50.7,  49.3
Revere - Rumney Marsh Academy,02480014,   4.0,   4.2,  46.4,  41.9,   0.7,   0.2,   2.7,  53.3,  46.7
Revere - Seacoast School,02480520,   8.5,   1.2,  58.5,  26.8,   0.0,   0.0,   4.9,  67.1,  32.9
Revere - Staff Sargent James J. Hill Elementary School,02480035,   4.9,   2.7,  61.9,  27.1,   0.4,   0.0,   2.9,  47.1,  52.9
Revere - Susan B. Anthony Middle School,02480305,   3.3,   4.7,  57.0,  33.3,   0.2,   0.0,   1.4,  47.4,  52.6
Richmond - Richmond Consolidated,02490005,   1.1,   0.0,   6.1,  89.9,   0.0,   0.0,   2.8,  46.9,  53.1
Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,   1.4,   2.6,   2.4,  88.5,   0.3,   0.0,   4.8,  50.0,  49.8
River Valley Charter (District) - River Valley Charter School,04820050,   0.7,   2.8,   2.4,  89.6,   0.3,   0.0,   4.2,  41.3,  58.7
Rochester - Rochester Memorial,02500005,   1.6,   0.0,   1.4,  90.6,   0.0,   0.0,   6.4,  52.8,  47.2
Rockland - Jefferson Elementary School,02510060,   4.9,   1.6,  11.1,  77.7,   0.0,   0.0,   4.6,  47.9,  52.1
Rockland - John W Rogers Middle,02510305,   4.8,   1.5,  13.1,  76.9,   0.0,   0.0,   3.7,  50.7,  49.3
Rockland - Memorial Park,02510020,   3.9,   0.7,  15.2,  77.7,   0.0,   0.0,   2.5,  48.4,  51.6
